Temática;Año;Mes;Departamento;Código Dane;Municipio;Armas / Medios;Agrupa Edad Persona;Genero;Zona;Clase de Sitio;Día;Cantidad
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25290000;FUSAGASUGÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25290000;FUSAGASUGÁ;CONTUNDENTES;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25290000;FUSAGASUGÁ;NO REPORTADO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25297000;GACHETÁ;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25297000;GACHETÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;vie.;2
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25328000;GUAYABAL DE SIQUIMA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25386000;LA MESA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;FEMENINO;RURAL;FINCAS Y SIMILARES;jue.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;VIAS PUBLICAS;jue.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;vie.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25394000;LA PALMA;ARTEFACTO EXPLOSIVO/CARGA DINAMITA;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;sáb.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25426000;MACHETA;ARMA DE FUEGO;ADULTOS;FEMENINO;RURAL;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25430000;MADRID;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;HOSPITALES;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25430000;MADRID;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25473000;MOSQUERA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VEHICULO;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25491000;NOCAIMA;NO REPORTADO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25580000;PULÍ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25596000;QUIPILE;ARTEFACTO EXPLOSIVO/CARGA DINAMITA;ADULTOS;MASCULINO;RURAL;VIAS PUBLICAS;mar.;8
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25662000;SAN JUAN DE RÍO SECO;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25736000;SESQUILÉ;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25740000;SIBATÉ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;2
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25743000;SILVANIA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;2
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;2
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;ARMA DE FUEGO;JOVENES;MASCULINO;URBANA;HOSPITALES;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25754000;SOACHA;CONTUNDENTES;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25769000;SUBACHOQUE;CONTUNDENTES;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25851000;ÚTICA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;dom.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25843000;VILLA DE SAN DIEGO DE UBATE;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;2
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25873000;VILLAPINZÓN;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;jue.;3
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25873000;VILLAPINZÓN;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25875000;VILLETA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;lun.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25875000;VILLETA;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25878000;VIOTÁ;ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25878000;VIOTÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;1
HOMICIDIOS;2003;Enero;CUNDINAMARCA;25899000;ZIPAQUIRÁ;ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;25040000;ANOLAIMA;ARMA DE FUEGO;ADULTOS;MASCULINO;RURAL;FINCAS Y SIMILARES;jue.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;CASAS DE HABITACION;sáb.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;6
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;5
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;DISCOTECAS;dom.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;POTREROS;mié.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;JOVENES;MASCULINO;URBANA;CASAS DE HABITACION;sáb.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;dom.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;JOVENES;MASCULINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA BLANCA / CORTOPUNZANTE;MENORES;FEMENINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;TIENDA;dom.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;lun.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;CASAS DE HABITACION;lun.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;CASAS DE HABITACION;sáb.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;SUPERMERCADOS;mié.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;mar.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;FEMENINO;URBANA;VIAS PUBLICAS;vie.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;dom.;18
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;sáb.;12
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;jue.;7
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;vie.;6
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mié.;5
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;mar.;4
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;VIAS PUBLICAS;lun.;3
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO SERVICIO PUBLICO;jue.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO SERVICIO PUBLICO;sáb.;2
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;BODEGAS Y SIMILARES;sáb.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;CASAS DE HABITACION;lun.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO PARTICULAR;jue.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;INTERIOR VEHICULO SERVICIO PUBLICO;dom.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;LOCAL COMERCIAL;lun.;1
HOMICIDIOS;2003;Febrero;CUNDINAMARCA;11001000;BOGOTÁ D.C. (CT);ARMA DE FUEGO;ADULTOS;MASCULINO;URBANA;PARQUEADERO;lun.;1
